Brand (Manufacturer),row_number,product_id,Part Number,Extra Info/Notes,superseded
Bmw,1568,4246,,<html><head></head><body></body></html>,NULL
Opel,1569,4247,,"<html><head></head><body><p>Silca Aftermarket Vauxhall 2 Button CAN Flip Remote with PCF7941 ID46 Transponder Chip. Lock and Unlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Writing on Original Remote: Valeo 736-743-A 13.387.370 or 13.251.599</p>

<p>Comes fitted with a HU100 key blade</p>

<p>For key cutting see {CUT2}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with immobiliser</p>


</body></html>",NULL
NULL,1570,4248,"5G6959752Q,5G6959752QAIF,5G6959752CF,5G6959752QAIF","<html><head></head><body><p>OEM&nbsp;Volkswagen Polo&nbsp;3 Button Full Flip Remote with ID49 (AES)&nbsp;VW Virgin Transponder Chip Ready for Pre-coding and Programming. Lock, Unlock and Boot Buttons</p>

<p>Frequency: 434Mhz</p>

<p><strong>NOTE: Please make sure you have correct machine to precode and program this remote key before buying</strong></p>

<p>Comes fitted with HU162 key blade ({VGB32})</p>

<p>For key cutting see: {CUT3}</p>

<p>PLEASE NOTE:&nbsp;<em>to maintain accuracy</em>&nbsp;<em>we request that all cuts for this profile be submitted in the A / B / C axis format. Should you have any queries&nbsp;about this at all&nbsp;please do not hesitate to contact our customer&nbsp;service&nbsp;team,&nbsp;or leave a question in your order notes</em></p>

<p>For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Precode then Diagnostically<br>
Remote: Diagnostically</p>



<p>Note: This remote can also be used in replacement of 6V0959752D</p>

</body></html>",NULL
NULL,1571,4249,,"<html><head></head><body><p>OEM&nbsp;2 Button Remote with ID47 Transponder Chip. Lock and Unlock Buttons without logo</p>

<p>Frequency: 433Mhz</p>

<p>Supplied with aftermarket HU101 ({FOB15c}) key blade</p>

<p>Print on side of remote: FL3T-15K601-BC</p>

<p><strong>NOTE: Not all machines can program new Ford cars</strong></p>

<p>For blade see {FOB15}&nbsp;or {FOB15c}<br>
For key cutting see {CUT2}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: With immobiliser</p>


</body></html>",NULL
Toyota,1572,4252,,<html><head></head><body></body></html>,NULL
NULL,1573,4253,8P0837220D,"<html><head></head><body><p>Aftermarket&nbsp;Audi 3 Button Full Flip Remote with ID48 ({TPT25}) Virgin Transponder Chip ready for Precoding and Programming. Lock, Unlock and Boot Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Print on side of original remote:<br>
HLO<br>
DE 8P0 837 220 D</p>

<p><strong>NOTE: Please make sure you have the correct machine to precode and program this remote key before buying</strong></p>

<p>Comes fitted with HU103/HU66 key blade</p>

<p>For key cutting see: {CUT2}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Precode then Diagnostically<br>
Remote: Diagnostically</p>



</body></html>",NULL
Mitsubishi,1574,4254,,<html><head></head><body></body></html>,NULL
NULL,1575,4257,,"<html><head></head><body><p>5 Pack of Xhorse DS style&nbsp;3 button remotes with lock, unlock and boot buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR12x5<br>
Xhorse: XNDS00EN (single)</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1576,4258,,"<html><head></head><body><p>10&nbsp;Pack of Xhorse DS style&nbsp;3 Button Remotes with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR12x10<br>
Xhorse: XNDS00EN (single)</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1577,4259,,"<html><head></head><body><p>25&nbsp;Pack of Xhorse DS Style&nbsp;3 Button Remotes with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR12x25<br>
Xhorse: XNDS00EN (single)</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1578,4260,,"<html><head></head><body><p>50&nbsp;Pack of Xhorse DS Style&nbsp;3 Button Remotes with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR12x50<br>
Xhorse: XNDS00EN (single)</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1579,4271,,"<html><head></head><body><p>5 Pack of Xhorse&nbsp;Hyundai Style&nbsp;3 Button Flip Remotes with Lock, Unlock and Boot Buttons</p>

<p>For replacement pin see {VXRP2}<br>
For key blade see KeyDIY Range<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR19x5<br>
Xhorse: XNHY02EN (single)</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1580,4272,,"<html><head></head><body><p>10&nbsp;Pack of Xhorse&nbsp;Hyundai Style&nbsp;3 Button Flip Remotes with Lock, Unlock and Boot Buttons</p>

<p>For replacement pin see {VXRP2}<br>
For key blade see KeyDIY Range<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR19x10<br>
Xhorse: XNHY02EN (single)</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1581,4279,,"<html><head></head><body><p>5 Pack of Xhorse Toyota Style&nbsp;3 Button Remote with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR22x5<br>
Xhorse: XNTO00EN</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1582,4280,,"<html><head></head><body><p>5 Pack of Xhorse&nbsp;Hyundai Style&nbsp;3 Button Flip Remote with Lock, Unlock and Boot Buttons</p>

<p>For replacement pin see {VXRP2}<br>
For key blade see KeyDIY range<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR23x5<br>
Xhorse: XKHY02EN</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1583,4281,,"<html><head></head><body><p>5 Pack of Xhorse Honda Style&nbsp;3 Button Remote with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR13x5<br>
Xhorse: XNHO00EN (single)</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1584,4282,,"<html><head></head><body><p>10&nbsp;Pack of Xhorse Honda Style&nbsp;3 Button Remote with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR13x10<br>
Xhorse: XNHO00EN (single)</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1585,4283,,"<html><head></head><body><p>5 Pack of Xhorse VAG 3 Button Remote with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR1x5<br>
Xhorse: XKB501EN (single)</p>

</body></html>",NULL
NULL,1586,4284,,"<html><head></head><body><p>10&nbsp;Pack of Xhorse VAG 3 Button Remote with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR1x10<br>
Xhorse: XKB501EN (single)</p>

</body></html>",NULL
NULL,1587,4285,,"<html><head></head><body><p>5 Pack of Xhorse Chrome Trimmed VAG 3 Button Remote with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR2x5<br>
Xhorse: XKB506EN (single)</p>

</body></html>",NULL
NULL,1588,4286,,"<html><head></head><body><p>10&nbsp;Pack of Xhorse Chrome Trimmed VAG 3 Button Remote with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR2x10<br>
Xhorse: XKB506EN (single)</p>

</body></html>",NULL
NULL,1589,4287,,"<html><head></head><body><p>5 Pack of Xhorse VAG&nbsp;Style 2 Button Remote with Lock and&nbsp;Unlock Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Cross Reference:<br>
3D Group: XHR3x5 (single)<br>
Xhorse: XKB508EN</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1590,4288,,"<html><head></head><body><p>10&nbsp;Pack of Xhorse VAG&nbsp;Style 2 Button Remote with Lock and&nbsp;Unlock Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Cross Reference:<br>
3D Group: XHR3x10<br>
Xhorse: XKB508EN</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1591,4289,,"<html><head></head><body><p>5 Pack of Xhorse VAG Style 3 Button Waterproof Remote with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Cross Reference:<br>
3D Group: XHR4x5<br>
Xhorse: XKB510EN (single)</p>

</body></html>",NULL
NULL,1592,4290,,"<html><head></head><body><p>10&nbsp;Pack of Xhorse VAG Style 3 Button Waterproof Remote with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Cross Reference:<br>
3D Group: XHR4x10<br>
Xhorse: XKB510EN (single)</p>

</body></html>",NULL
NULL,1593,4291,,"<html><head></head><body><p>5 Pack of Xhorse&nbsp;DS Style&nbsp;3 Button Remote with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Cross Reference:<br>
3D Group: XHR5x5<br>
Xhorse: XKDS00EN (single)</p>

</body></html>",NULL
NULL,1594,4292,,"<html><head></head><body><p>10&nbsp;Pack of Xhorse&nbsp;DS Style&nbsp;3 Button Remote with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Cross Reference:<br>
3D Group: XHR5x10<br>
Xhorse: XKDS00EN (single)</p>

</body></html>",NULL
NULL,1595,4293,,"<html><head></head><body><p>5 Pack of Xhorse Audi&nbsp;3 Button Remotes with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Cross Reference:<br>
3D Group: XHR6x5<br>
Xhorse: XKA600EN (single)</p>

</body></html>",NULL
NULL,1596,4294,,"<html><head></head><body><p>10&nbsp;Pack of Xhorse Audi&nbsp;3 Button Remotes with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Cross Reference:<br>
3D Group: XHR6x10<br>
Xhorse: XKA600EN (single)</p>

</body></html>",NULL
NULL,1597,4295,,"<html><head></head><body><p>5 Pack of Xhorse Honda Style&nbsp;3 Button Remotes with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Cross Reference:<br>
3D Group: XHR7x5<br>
Xhorse: XKHO00EN (single)</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1598,4296,,"<html><head></head><body><p>10&nbsp;Pack of Xhorse Honda Style&nbsp;3 Button Remotes with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Cross Reference:<br>
3D Group: XHR7x10<br>
Xhorse: XKHO00EN (single)</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1599,4297,,"<html><head></head><body><p>5 Pack of Xhorse&nbsp;Hyundai Style&nbsp;3 Button Separate Remote with Lock, Unlock and Boot Buttons</p>

<p>For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR8x5<br>
Xhorse: XKHY00EN (single)</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1600,4298,,"<html><head></head><body><p>10&nbsp;Pack of Xhorse&nbsp;Hyundai Style&nbsp;3 Button Separate Remote with Lock, Unlock and Boot Buttons</p>

<p>For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR8x10<br>
Xhorse: XKHY00EN</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1601,4299,,"<html><head></head><body><p>5 Pack of Xhorse Toyota Style&nbsp;3 Button Remote with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR9x5<br>
Xhorse: XKTO00EN (single)</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1602,4300,,"<html><head></head><body><p>10&nbsp;Pack of Xhorse Toyota Style&nbsp;3 Button Remote with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR9x10<br>
Xhorse: XKTO00EN (single)</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1603,4301,,"<html><head></head><body><p>5 Pack of Xhorse Toyota Style&nbsp;2 Button Remotes with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR10x5<br>
Xhorse: XKTO01EN</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1604,4302,,"<html><head></head><body><p>10&nbsp;Pack of Xhorse Toyota Style&nbsp;2 Button Remotes with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR10x10<br>
Xhorse: XKTO01EN</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1605,4303,,"<html><head></head><body><p>5 Pack of Xhorse Mazda Style&nbsp;3 Button Remotes with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR11x5<br>
Xhorse: XKMA00EN (single)</p>



<p>&nbsp;</p></body></html>",NULL
NULL,1606,4304,,"<html><head></head><body><p>10&nbsp;Pack of Xhorse Mazda Style&nbsp;3 Button Remotes with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR11x10<br>
Xhorse: XKMA00EN (single)</p>



<p>&nbsp;</p></body></html>",NULL
Vauxhall,1607,4308,,"<html><head></head><body><p>Silca branded aftermarket&nbsp;Vauxhall/Opel 2 Button CAN Flip Remote with PC7937 ID46 Manchester Transponder Chip. Lock and Unlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Comes fitted with HU100 key blade</p>

<p>For key cutting see&nbsp;<a href=""https://3dgroupuk.com/product/view/CUT2"">CUT2</a><br>
For battery see&nbsp;<a href=""https://3dgroupuk.com/product/view/CR2032"">CR2032</a><br>
For replacement buttons see&nbsp;<a href=""https://3dgroupuk.com/product/view/EPRB11"">EPRB11</a><br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with immobiliser</p>


</body></html>",NULL
NULL,1608,4309,,"<html><head></head><body><p>Xhorse Opel Style&nbsp;3 Button Remote with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR24<br>
Xhorse: XKBU03EN</p>

</body></html>",NULL
NULL,1609,4310,,"<html><head></head><body><p>Xhorse Insignia Style&nbsp;3 Button Remote with Lock, Unlock and Boot Buttons</p>

<p>For key blades see the <a href=""https://3dgroupuk.com/catalog/search?Product_page=1&amp;Product%5Bcategory_name%5D%5B0%5D=Remote+Production&amp;Product%5Bcategory_name%5D%5B1%5D=Blades&amp;Product%5BfeaturesManufacture__name%5D%5B%5D=KeyDIY"">Xhorse blade range</a><br>
For replacement pin see: {VXRP2}<br>
For battery see {CR2032}</p>

<p>Programming: This remote is compatible with the Xhorse Key Tool ({XHH4}), Mini Key Tool ({XHH8}) and Key Tool Max ({XHH12})</p>

<p>Cross Reference:<br>
3D Group: XHR24<br>
Xhorse: XKBU03EN (single)</p>

</body></html>",NULL
